123456789
,,,,,,,,
Sl. no.,Date,Adaptation Clinic Name,Village,Union,Problems Found (if any),Advice/ solution given,Point of Service,"Remarks 
(Next Follow up) "
777,17.07.2025,Rampal,Sonatunia,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
778,17.07.2025,Rampal,Kadomdi,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
779,17.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
780,17.07.2025,Rampal,Bamondor,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
781,17.07.2025,Rampal,Boronobabpur,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
782,17.07.2025,Rampal,Sonatunia,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Adaptation Clinic,Started working as advised
783,20.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Field Visit,Started working as advised
784,20.07.2025,Rampal,Kadomdi,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Field Visit,Started working as advised
785,20.07.2025,Rampal,Kadomdi,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Field Visit,Started working as advised
786,20.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Field Visit,Started working as advised
787,20.07.2025,Rampal,Kadomdi,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Field Visit,Started working as advised
788,20.07.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Field Visit,Started working as advised
789,21.07.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
790,21.07.2025,Rampal,Kadomdi,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
791,21.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
792,21.07.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
793,21.07.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
794,21.07.2025,Rampal,Kadomdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
795,21.07.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
796,21.07.2025,Rampal,Kadomdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
797,24.07.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
798,24.07.2025,Rampal,Gobindapur,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
799,24.07.2025,Rampal,Gobindapur,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
800,24.07.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
801,24.07.2025,Rampal,Gobindapur,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Mobile Clinic,Started working as advised
802,24.07.2025,Rampal,Gobindapur,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
803,24.07.2025,Rampal,Gobindapur,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
804,24.07.2025,Rampal,Gobindapur,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
805,24.07.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
806,24.07.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
807,24.07.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
808,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
809,29.07.2025,Rampal,Kadamdi,Uzalkur,Root rot of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
810,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
811,29.07.2025,Rampal,Kadamdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
812,29.07.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
813,29.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
814,29.07.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
815,29.07.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
816,29.07.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2ml/L,Mobile Clinic,Started working as advised
817,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
818,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
819,29.07.2025,Rampal,Kadamdi,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
820,29.07.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
821,29.07.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
822,29.07.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
823,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
824,29.07.2025,Rampal,Kadamdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
825,29.07.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
826,31.07.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
827,31.07.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
828,31.07.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
829,31.07.2025,Rampal,Sonatunia,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
830,31.07.2025,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid group Insecticide 1ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
831,04.08.2025,Rampal,Kadomdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
832,04.08.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
833,04.08.2025,Rampal,Kadomdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
834,04.08.2025,Rampal,Kadomdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
835,04.08.2025,Rampal,Kadomdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
836,06.08.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
837,06.08.2025,Rampal,Gobindapur,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
838,06.08.2025,Rampal,Gobindapur,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
839,06.08.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2ml/L,Mobile Clinic,Started working as advised
840,14.08.2025,Rampal,Kadamdi,Uzalkur,Root rot of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
841,14.08.2025,Rampal,Kadamdi,Uzalkur,Red pumkin Beetle attack on Sweet gourd leaves,Lambdasyhalothrin+ Chloropyrifos @ 2ml/L,Mobile Clinic,Started working as advised
842,14.08.2025,Rampal,Kadamdi,Uzalkur,Root tor of Bitter Gourd % Fertilizer Doses,"Urea- 30 gm, TSP- 30 gm, MOP- 30 gm, Boron- 20 gm. Mancozeb+ Carbendazim @ 2gm/L ",Mobile Clinic,Started working as advised
843,14.08.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
844,17.08.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
845,17.08.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
846,17.08.2025,Rampal,Sonatunia,Uzalkur,Bottle gourd attack White fly/ Red pumpkin beetle & Fruit rot.,1.Yellow sticky trap use 2-3/Decimal.2.Emamectin group Insecticide 1gm /1li of water mix & spray.3.Hand / Cross pollination.,Mobile Clinic,Started working as advised
847,17.08.2025,Rampal,Sonatunia,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
848,17.08.2025,Rampal,Sonatunia,Uzalkur,Bitter Gourd leaf Curl,1. Use Sticky trap 2-3 / Per decimal.2. Imidacloroprid+ Ebamectin group Insecticide 1.5ml/1li of Water mix & spray leaves up & down portions.,Mobile Clinic,Started working as advised
849,18.08.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2gm/L,Mobile Clinic,Started working as advised
850,18.08.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
851,18.08.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2gm/L,Mobile Clinic,Started working as advised
852,18.08.2025,Rampal,Kadamdi,Uzalkur,Stem Rot of Cucumber,Copper Oxichloride@ 2gm/L,Mobile Clinic,Started working as advised
853,18.08.2025,Rampal,Kadamdi,Uzalkur,Flowers are falling off( Cucumber),Prunning+ Solubor Boron @ 2gm/L,Mobile Clinic,Started working as advised
854,18.08.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
855,18.08.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
856,18.08.2025,Rampal,Kadamdi,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
857,19.08.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Cypermethrin+ Copper Oxychloride @ 2ml/L,Mobile Clinic,Started working as advised
858,19.08.2025,Rampal,Gobindapur,Uzalkur,Stem Rot of Bottle Gourd,Mancozeb@ 2ml/L,Mobile Clinic,Started working as advised
859,19.08.2025,Rampal,Gobindapur,Uzalkur,Leaf Curl of Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
860,19.08.2025,Rampal,Gobindapur,Uzalkur,Downy Mildew of Bottle Gourd,Mancozeb+ Metalexil @ 2 gm/L,Mobile Clinic,Started working as advised
861,20.08.2025,Rampal,Bamandahr,Uzalkur,Fruit fly in Bitter gourd,Use pheromone trap @ 2pcs/dec,Mobile Clinic,Started working as advised
862,20.08.2025,Rampal,Bamandahr,Uzalkur,Excess weed,Use nirani and weeding at 15 days interval,Mobile Clinic,Started working as advised
863,20.08.2025,Rampal,Kadamdi,Uzalkur,Fruit fly in Bitter gourd,Use pheromone trap @ 2pcs/dec,Mobile Clinic,Started working as advised
864,20.08.2025,Rampal,Sonatunia,Uzalkur,Excess weed,Use nirani and weeding at 15 days interval,Mobile Clinic,Started working as advised
865,20.08.2025,Rampal,Kadamdi,Uzalkur,Nutrient Deficiency in Bitter gourd,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
866,20.08.2025,Rampal,Bamandahr,Uzalkur,Nutrient Deficiency in Bitter gourd,Urea:TSP:MOP:Boron: Zinc- 50:30:20:5:5 gm,Mobile Clinic,Started working as advised
867,20.08.2025,Rampal,Sonatunia,Uzalkur,Excess weed,Use nirani and weeding at 15 days interval,Mobile Clinic,Started working as advised
868,21.08.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl of Cucumber,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
869,21.08.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl of Cucumber,Ebamectin 2ml/L,Mobile Clinic,Started working as advised
870,21.08.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl in Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
871,21.08.2025,Rampal,Kadamdi,Uzalkur,Leaf Curl in Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
872,21.08.2025,Rampal,Sonatunia,Uzalkur,Leaf Curl in Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
873,21.08.2025,Rampal,Sonatunia,Uzalkur,Fruit fly in Bitter gourd,Use pheromone trap @ 2pcs/dec,Mobile Clinic,Started working as advised
874,25.08.25,Rampal,Bara Nababpur,Uzalkur,Fruit fly in Bitter gourd,Use pheromone trap @ 2pcs/dec,Mobile Clinic,Started working as advised
875,25.08.25,Rampal,Bara Nababpur,Uzalkur,Fruit fly in Bitter gourd,Use pheromone trap @ 2pcs/dec,Mobile Clinic,Started working as advised
876,25.08.25,Rampal,Bara Nababpur,Uzalkur,Leaf Curl in Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
877,25.08.25,Rampal,Bara Nababpur,Uzalkur,Leaf Curl in Bitter Gourd,Imidachloprid+ Abamectin @ 2ml/L (1+7+14 days interval),Mobile Clinic,Started working as advised
878,25.08.25,Rampal,Bara Nababpur,Uzalkur,Yellowing leaf and flower are falling off Sweet gourd and bottle gourd,"Mancozen+ Carbendazim @ 2gm/L, Mop-50 gm",Mobile Clinic,Started working as advised
879,25.08.25,Rampal,Bara Nababpur,Uzalkur,Yellowing leaf and flower are falling off Sweet gourd and bottle gourd,"Mancozen+ Carbendazim @ 2gm/L, Mop-50 gm",Mobile Clinic,Started working as advised
880,25.08.25,Rampal,Bara Nababpur,Uzalkur,Yellowing leaf and flower are falling off Sweet gourd and bottle gourd,"Mancozen+ Carbendazim @ 2gm/L, Mop-50 gm",Mobile Clinic,Started working as advised
881,25.08.25,Rampal,Bara Nababpur,Uzalkur,Yellowing leaf and flower are falling off Sweet gourd and bottle gourd,"Mancozen+ Carbendazim @ 2gm/L, Mop-50 gm",Mobile Clinic,Started working as advised
882,25.08.25,Rampal,Bara Nababpur,Uzalkur,which fertilizers should not mixed with each other,TSP& Zn/ and DAP&Zn,Mobile Clinic,Started working as advised
883,25.08.25,Rampal,Bara Nababpur,Uzalkur,which fertilizers should not mixed with each other,"Urea + TSP (Triple Super Phosphate)��� Releases ammonia gas ��� causes nitrogen loss.
Urea + Gypsum (Calcium Sulfate)��� Leads to nitrogen loss.
Urea + Lime or Dolomite: ���Causes nitrogen volatilization (nitrogen escapes into the air).
Urea + Potash (MOP/KCl)��� Under high humidity, urea decomposes quickly and loses effectiveness.
TSP + Lime: Reduces the effectiveness of phosphorus in TSP.
Gypsum + Lime: Disturbs calcium balance, making it ineffective in the soil.
Organic Manure (Cow dung/Compost) + Urea applied in the same pit: Generates heat, releases ammonia gas ��� causes nitrogen loss.",Mobile Clinic,Started working as advised
